date,source,impressions,clicks,spend,conversions,campaign,avg_session_duration,pages_per_session,bounce_rate,conversion_rate,feature1,feature2,cluster
2024-02-18,Google_Ads,14087,8463,555.97,410,Google_Ads_campaign_5,188.87,4.61,0.48,0.0484461774784355,14087,8463,0
2024-02-19,Google_Ads,38641,9750,964.02,597,Google_Ads_campaign_5,191.65,5.15,0.24,0.0612307692307692,38641,9750,1
2024-02-20,Google_Ads,35249,3649,154.0,898,Google_Ads_campaign_3,137.1,6.56,0.6,0.2460948204987668,35249,3649,1
2024-02-21,Google_Ads,11093,4297,899.76,55,Google_Ads_campaign_2,94.0,5.53,0.55,0.0127996276471957,11093,4297,0
2024-02-22,Google_Ads,48190,7109,991.9,681,Google_Ads_campaign_1,93.36,2.22,0.79,0.0957940638627092,48190,7109,1
2024-02-23,Google_Ads,17438,6767,108.44,472,Google_Ads_campaign_2,268.6,3.53,0.34,0.0697502586079503,17438,6767,0
2024-02-24,Google_Ads,41411,2422,888.76,601,Google_Ads_campaign_2,149.35,7.34,0.52,0.2481420313790256,41411,2422,1
2024-02-25,Google_Ads,27399,9928,540.28,319,Google_Ads_campaign_4,119.34,6.39,0.59,0.0321313456889605,27399,9928,2
2024-02-26,Google_Ads,20846,4190,911.19,95,Google_Ads_campaign_4,151.17,4.9,0.59,0.0226730310262529,20846,4190,2
2024-02-27,Google_Ads,16708,7060,592.75,101,Google_Ads_campaign_3,210.74,2.79,0.54,0.0143059490084985,16708,7060,0
2024-02-28,Google_Ads,45039,3104,679.01,669,Google_Ads_campaign_1,69.35,3.11,0.67,0.2155283505154639,45039,3104,1
2024-02-29,Google_Ads,46368,5236,566.59,682,Google_Ads_campaign_1,151.35,6.12,0.32,0.1302521008403361,46368,5236,1
2024-03-01,Google_Ads,11998,429,871.27,723,Google_Ads_campaign_3,188.73,6.96,0.64,1.0,11998,429,0
2024-03-02,Google_Ads,48063,3740,747.21,945,Google_Ads_campaign_1,286.12,5.7,0.57,0.2526737967914438,48063,3740,1
2024-03-03,Google_Ads,31678,8082,545.2,937,Google_Ads_campaign_2,98.18,6.67,0.74,0.1159366493442217,31678,8082,2
2024-03-04,Google_Ads,11682,4207,874.75,251,Google_Ads_campaign_2,127.0,6.37,0.71,0.0596624673163774,11682,4207,0
2024-03-05,Google_Ads,9519,1441,283.02,874,Google_Ads_campaign_1,132.43,2.05,0.39,0.6065232477446217,9519,1441,0
2024-03-06,Google_Ads,32480,8507,199.47,11,Google_Ads_campaign_2,193.5,3.97,0.37,0.0012930527800634,32480,8507,2
2024-03-07,Google_Ads,20694,438,202.38,234,Google_Ads_campaign_1,126.32,2.07,0.79,0.5342465753424658,20694,438,2
2024-03-08,Google_Ads,4300,5995,367.31,810,Google_Ads_campaign_5,174.05,2.65,0.52,0.1351125938281901,4300,5995,0
2024-03-09,Google_Ads,7722,2808,276.76,754,Google_Ads_campaign_3,241.08,7.08,0.74,0.2685185185185185,7722,2808,0
2024-03-10,Google_Ads,40986,1850,933.59,982,Google_Ads_campaign_5,220.45,4.31,0.3,0.5308108108108108,40986,1850,1
2024-03-11,Google_Ads,25160,5704,150.54,935,Google_Ads_campaign_1,150.52,4.75,0.59,0.1639200561009817,25160,5704,2
2024-03-12,Google_Ads,21059,2521,714.04,938,Google_Ads_campaign_3,263.34,2.25,0.69,0.3720745735819119,21059,2521,2
2024-03-13,Google_Ads,36822,7219,229.76,598,Google_Ads_campaign_1,180.7,3.19,0.77,0.0828369580274276,36822,7219,1
2024-03-14,Google_Ads,14575,9001,887.56,125,Google_Ads_campaign_4,175.77,2.61,0.4,0.013887345850461,14575,9001,0
2024-03-15,Google_Ads,8970,5419,963.25,675,Google_Ads_campaign_5,39.23,2.44,0.63,0.1245617272559512,8970,5419,0
2024-03-16,Google_Ads,35911,6709,492.2,927,Google_Ads_campaign_5,296.41,5.47,0.52,0.1381726039648233,35911,6709,1
2024-03-17,Google_Ads,22591,5487,885.12,112,Google_Ads_campaign_4,63.2,2.8,0.24,0.0204118826316748,22591,5487,2
2024-03-18,Google_Ads,32821,4093,54.89,203,Google_Ads_campaign_5,92.41,5.42,0.61,0.049596872709504,32821,4093,2
2024-03-19,Google_Ads,10503,8780,828.95,175,Google_Ads_campaign_1,43.96,1.41,0.61,0.0199316628701594,10503,8780,0
2024-03-20,Google_Ads,48917,8144,267.19,880,Google_Ads_campaign_2,202.8,1.99,0.76,0.1080550098231827,48917,8144,1
2024-03-21,Google_Ads,19922,8338,913.27,99,Google_Ads_campaign_4,90.67,2.92,0.5,0.0118733509234828,19922,8338,2
2024-03-22,Google_Ads,13175,4973,51.06,695,Google_Ads_campaign_4,78.6,5.18,0.34,0.1397546752463301,13175,4973,0
2024-03-23,Google_Ads,42124,4906,578.37,131,Google_Ads_campaign_1,53.91,5.73,0.23,0.0267019975540154,42124,4906,1
2024-03-24,Google_Ads,22389,8692,768.8,152,Google_Ads_campaign_4,57.89,4.1,0.45,0.0174873446847676,22389,8692,2
2024-03-25,Google_Ads,48838,6013,295.75,115,Google_Ads_campaign_4,187.86,4.12,0.38,0.0191252286712123,48838,6013,1
2024-03-26,Google_Ads,1822,7224,233.48,896,Google_Ads_campaign_4,215.82,6.07,0.66,0.1240310077519379,1822,7224,0
2024-03-27,Google_Ads,18327,3257,129.89,437,Google_Ads_campaign_1,137.29,1.11,0.41,0.1341725514276942,18327,3257,2
2024-03-28,Google_Ads,48057,490,360.11,314,Google_Ads_campaign_2,159.57,3.39,0.77,0.6408163265306123,48057,490,1
2024-03-29,Google_Ads,7150,4530,581.85,881,Google_Ads_campaign_2,215.21,6.73,0.78,0.1944812362030905,7150,4530,0
2024-03-30,Google_Ads,5425,8920,160.05,980,Google_Ads_campaign_2,34.69,5.22,0.57,0.1098654708520179,5425,8920,0
2024-03-31,Google_Ads,17032,7786,407.86,326,Google_Ads_campaign_2,117.25,3.36,0.76,0.0418700231184176,17032,7786,0
2024-04-01,Google_Ads,3198,4332,58.62,972,Google_Ads_campaign_4,292.74,7.34,0.66,0.224376731301939,3198,4332,0
2024-04-02,Google_Ads,21079,8107,827.75,644,Google_Ads_campaign_5,186.63,6.41,0.53,0.0794375231281608,21079,8107,2
2024-04-03,Google_Ads,37220,1621,172.03,911,Google_Ads_campaign_5,98.64,2.85,0.31,0.5619987661937076,37220,1621,1
2024-04-04,Google_Ads,42874,9118,319.18,18,Google_Ads_campaign_1,170.87,5.52,0.48,0.0019741171309497,42874,9118,1
2024-04-05,Google_Ads,14859,1600,67.51,783,Google_Ads_campaign_5,122.52,5.17,0.54,0.489375,14859,1600,0
2024-04-06,Google_Ads,32419,6837,460.63,82,Google_Ads_campaign_5,173.71,3.81,0.72,0.011993564428843,32419,6837,2
2024-04-07,Google_Ads,9705,3394,848.12,368,Google_Ads_campaign_3,63.95,3.57,0.49,0.1084266352386564,9705,3394,0
2024-04-08,Google_Ads,43880,5185,422.54,232,Google_Ads_campaign_2,65.83,3.4,0.74,0.0447444551591128,43880,5185,1
2024-04-09,Google_Ads,24236,2519,220.52,425,Google_Ads_campaign_1,68.76,5.32,0.6,0.1687177451369591,24236,2519,2
2024-04-10,Google_Ads,23419,9226,766.01,562,Google_Ads_campaign_5,283.75,4.1,0.28,0.0609148059830912,23419,9226,2
2024-04-11,Google_Ads,20978,3142,799.37,379,Google_Ads_campaign_1,227.88,6.82,0.8,0.1206238064926798,20978,3142,2
2024-04-12,Google_Ads,38609,4597,215.07,725,Google_Ads_campaign_2,73.84,5.69,0.52,0.1577115510115292,38609,4597,1
2024-04-13,Google_Ads,16358,1566,782.31,273,Google_Ads_campaign_5,80.85,1.49,0.44,0.1743295019157088,16358,1566,0
2024-04-14,Google_Ads,35177,3661,949.93,849,Google_Ads_campaign_2,227.32,5.48,0.6,0.2319038514067194,35177,3661,1
2024-04-15,Google_Ads,30378,714,208.06,699,Google_Ads_campaign_1,72.16,2.9,0.27,0.9789915966386554,30378,714,2
2024-04-16,Google_Ads,38334,5492,782.44,869,Google_Ads_campaign_2,93.33,5.15,0.58,0.158230152949745,38334,5492,1
2024-04-17,Google_Ads,12382,7793,723.14,327,Google_Ads_campaign_5,290.1,5.76,0.5,0.0419607339920441,12382,7793,0
2024-04-18,Google_Ads,15596,9474,499.9,93,Google_Ads_campaign_4,98.93,2.62,0.44,0.0098163394553514,15596,9474,0
2024-04-19,Google_Ads,34572,3323,105.02,327,Google_Ads_campaign_3,208.64,4.2,0.77,0.098405055672585,34572,3323,1
2024-04-20,Google_Ads,14221,7238,120.96,120,Google_Ads_campaign_2,294.23,2.33,0.51,0.0165791655153357,14221,7238,0
2024-04-21,Google_Ads,2279,2767,859.79,260,Google_Ads_campaign_3,131.06,1.37,0.33,0.093964582580412,2279,2767,0
2024-04-22,Google_Ads,46960,8080,990.64,392,Google_Ads_campaign_5,34.73,3.65,0.48,0.0485148514851485,46960,8080,1
2024-04-23,Google_Ads,8083,230,692.25,16,Google_Ads_campaign_1,95.92,3.54,0.75,0.0695652173913043,8083,230,0
2024-04-24,Google_Ads,44861,3083,473.66,468,Google_Ads_campaign_5,254.34,7.97,0.31,0.1518001946156341,44861,3083,1
2024-04-25,Google_Ads,18771,4378,665.19,93,Google_Ads_campaign_4,263.44,4.12,0.33,0.0212425765189584,18771,4378,2
2024-04-26,Google_Ads,30975,7226,614.68,217,Google_Ads_campaign_4,237.5,3.33,0.21,0.0300304456130639,30975,7226,2
2024-04-27,Google_Ads,46648,8330,414.43,909,Google_Ads_campaign_3,60.54,5.06,0.21,0.1091236494597839,46648,8330,1
2024-04-28,Google_Ads,49285,7794,112.34,399,Google_Ads_campaign_5,244.79,1.62,0.7,0.0511932255581216,49285,7794,1
2024-04-29,Google_Ads,20063,6740,830.44,323,Google_Ads_campaign_2,278.04,7.73,0.64,0.0479228486646884,20063,6740,2
2024-04-30,Google_Ads,3106,5568,403.24,31,Google_Ads_campaign_1,192.16,5.44,0.41,0.0055675287356321,3106,5568,0
2024-05-01,Google_Ads,25557,1020,827.85,419,Google_Ads_campaign_4,284.04,6.28,0.62,0.4107843137254902,25557,1020,2
2024-05-02,Google_Ads,49854,7664,289.88,904,Google_Ads_campaign_5,253.25,2.19,0.44,0.1179540709812108,49854,7664,1
2024-05-03,Google_Ads,21607,8784,50.98,524,Google_Ads_campaign_2,210.08,3.87,0.77,0.0596539162112932,21607,8784,2
2024-05-04,Google_Ads,38599,9423,200.99,136,Google_Ads_campaign_5,185.84,3.96,0.78,0.0144327708797622,38599,9423,1
2024-05-05,Google_Ads,29529,8602,495.11,818,Google_Ads_campaign_1,124.11,6.75,0.44,0.0950941641478725,29529,8602,2
2024-05-06,Google_Ads,36954,9030,947.09,709,Google_Ads_campaign_1,73.01,1.01,0.71,0.078516057585825,36954,9030,1
2024-05-07,Google_Ads,28856,3341,147.08,883,Google_Ads_campaign_4,193.34,3.11,0.66,0.2642921281053577,28856,3341,2
2024-05-08,Google_Ads,3573,645,861.5,23,Google_Ads_campaign_2,115.89,7.87,0.39,0.0356589147286821,3573,645,0
2024-05-09,Google_Ads,13808,4446,550.67,980,Google_Ads_campaign_1,263.94,4.32,0.34,0.2204228520017993,13808,4446,0
2024-05-10,Google_Ads,36367,3910,834.62,987,Google_Ads_campaign_3,298.2,3.68,0.47,0.2524296675191816,36367,3910,1
2024-05-11,Google_Ads,37801,7306,333.46,21,Google_Ads_campaign_4,233.16,1.84,0.67,0.0028743498494388,37801,7306,1
2024-05-12,Google_Ads,42196,9105,847.95,96,Google_Ads_campaign_5,54.43,7.82,0.78,0.0105436573311367,42196,9105,1
2024-05-13,Google_Ads,35072,2132,784.18,533,Google_Ads_campaign_4,107.95,1.14,0.66,0.25,35072,2132,1
2024-05-14,Google_Ads,24752,8536,268.55,918,Google_Ads_campaign_2,59.46,6.16,0.71,0.1075445173383317,24752,8536,2
2024-05-15,Google_Ads,18685,371,174.77,546,Google_Ads_campaign_4,205.64,6.38,0.56,1.0,18685,371,2
2024-05-16,Google_Ads,42401,3611,874.65,310,Google_Ads_campaign_4,236.6,2.71,0.7,0.0858487953475491,42401,3611,1
2024-05-17,Google_Ads,12372,1871,965.07,252,Google_Ads_campaign_5,279.93,5.7,0.67,0.1346873329770176,12372,1871,0
2024-05-18,Google_Ads,9996,9554,79.74,131,Google_Ads_campaign_5,148.31,1.65,0.43,0.0137115344358383,9996,9554,0
2024-05-19,Google_Ads,17458,4461,744.71,156,Google_Ads_campaign_5,273.37,2.8,0.53,0.034969737726967,17458,4461,0
2024-05-20,Google_Ads,32889,7169,914.05,576,Google_Ads_campaign_4,267.03,6.52,0.68,0.0803459338819919,32889,7169,2
2024-05-21,Google_Ads,27665,1020,864.49,759,Google_Ads_campaign_2,115.64,7.05,0.23,0.7441176470588236,27665,1020,2
2024-05-22,Google_Ads,39243,8290,966.29,365,Google_Ads_campaign_1,264.6,5.26,0.68,0.0440289505428226,39243,8290,1
2024-05-23,Google_Ads,32653,3530,772.09,694,Google_Ads_campaign_2,131.43,4.55,0.31,0.1966005665722379,32653,3530,2
2024-05-24,Google_Ads,27657,4535,470.18,913,Google_Ads_campaign_5,110.15,2.12,0.51,0.2013230429988974,27657,4535,2
2024-05-25,Google_Ads,40952,3860,346.35,742,Google_Ads_campaign_4,205.25,1.44,0.68,0.1922279792746114,40952,3860,1
2024-05-26,Google_Ads,23180,2150,354.71,640,Google_Ads_campaign_3,118.66,1.82,0.35,0.2976744186046511,23180,2150,2
2024-05-27,Google_Ads,32896,1265,738.2,318,Google_Ads_campaign_4,200.16,2.59,0.35,0.2513833992094861,32896,1265,2
2024-05-28,Google_Ads,13875,8667,758.55,704,Google_Ads_campaign_4,194.65,3.39,0.44,0.0812276450905734,13875,8667,0
2024-05-29,Google_Ads,2622,2133,240.34,297,Google_Ads_campaign_4,182.13,3.67,0.74,0.1392405063291139,2622,2133,0
2024-05-30,Google_Ads,49756,6567,874.72,316,Google_Ads_campaign_4,132.71,3.42,0.2,0.0481193848028018,49756,6567,1
2024-05-31,Google_Ads,41809,245,729.18,821,Google_Ads_campaign_4,178.09,2.67,0.74,1.0,41809,245,1
2024-06-01,Google_Ads,17725,4488,584.61,603,Google_Ads_campaign_3,191.05,4.57,0.29,0.1343582887700534,17725,4488,2
2024-06-02,Google_Ads,41760,7932,497.96,975,Google_Ads_campaign_3,177.34,6.78,0.79,0.1229198184568835,41760,7932,1
2024-06-03,Google_Ads,16646,8723,566.07,923,Google_Ads_campaign_1,149.99,2.96,0.77,0.1058122205663189,16646,8723,0
2024-06-04,Google_Ads,18029,8996,201.28,732,Google_Ads_campaign_3,33.96,7.6,0.5,0.0813694975544686,18029,8996,2
2024-06-05,Google_Ads,30402,8273,243.52,671,Google_Ads_campaign_4,188.51,7.11,0.51,0.0811072162456182,30402,8273,2
2024-06-06,Google_Ads,5263,2732,136.61,558,Google_Ads_campaign_1,75.48,2.13,0.49,0.2042459736456808,5263,2732,0
2024-06-07,Google_Ads,31987,4594,195.98,361,Google_Ads_campaign_2,203.5,6.5,0.58,0.0785807575097953,31987,4594,2
2024-06-08,Google_Ads,47828,8156,481.01,321,Google_Ads_campaign_2,235.02,5.02,0.25,0.039357528200098,47828,8156,1
2024-06-09,Google_Ads,48924,7611,553.84,882,Google_Ads_campaign_3,165.12,4.97,0.22,0.1158849034292471,48924,7611,1
2024-06-10,Google_Ads,9646,9255,66.97,68,Google_Ads_campaign_5,176.44,3.74,0.23,0.0073473797947055,9646,9255,0
2024-06-11,Google_Ads,28529,1928,806.96,652,Google_Ads_campaign_1,286.9,4.51,0.47,0.3381742738589212,28529,1928,2
2024-06-12,Google_Ads,12664,9230,329.46,933,Google_Ads_campaign_3,258.74,3.78,0.37,0.1010834236186348,12664,9230,0
2024-06-13,Google_Ads,36737,4905,916.24,723,Google_Ads_campaign_2,276.84,4.78,0.57,0.1474006116207951,36737,4905,1
2024-06-14,Google_Ads,36796,906,969.14,764,Google_Ads_campaign_5,249.72,5.4,0.8,0.8432671081677704,36796,906,1
2024-06-15,Google_Ads,25027,9755,226.19,44,Google_Ads_campaign_2,59.41,5.72,0.43,0.0045105074320861,25027,9755,2
2024-01-01,Facebook,46033,875,534.6,517,Facebook_campaign_2,127.3,7.22,0.54,0.5908571428571429,46033,875,1
2024-01-02,Facebook,8629,6969,737.23,485,Facebook_campaign_4,48.5,5.19,0.45,0.0695939159133304,8629,6969,0
2024-01-03,Facebook,9325,2347,148.93,306,Facebook_campaign_1,236.05,4.52,0.71,0.1303792074989348,9325,2347,0
2024-01-04,Facebook,29495,7188,264.17,173,Facebook_campaign_2,140.24,1.97,0.74,0.0240678909293266,29495,7188,2
2024-01-05,Facebook,32750,178,717.8,494,Facebook_campaign_4,235.0,1.81,0.73,1.0,32750,178,2
2024-01-06,Facebook,30619,8180,100.16,606,Facebook_campaign_1,273.97,2.08,0.78,0.074083129584352,30619,8180,2
2024-01-07,Facebook,41461,7199,512.27,81,Facebook_campaign_3,92.85,2.2,0.22,0.011251562717044,41461,7199,1
2024-01-08,Facebook,9264,4026,619.4,576,Facebook_campaign_1,248.0,5.47,0.7,0.1430700447093889,9264,4026,0
2024-01-09,Facebook,13686,9147,622.04,914,Facebook_campaign_2,45.96,6.19,0.65,0.0999234721766699,13686,9147,0
2024-01-10,Facebook,47484,7440,71.79,568,Facebook_campaign_2,272.69,4.71,0.34,0.0763440860215053,47484,7440,1
2024-01-11,Facebook,25226,7183,356.0,920,Facebook_campaign_1,205.71,6.8,0.77,0.128080189335932,25226,7183,2
2024-01-12,Facebook,7721,6330,654.67,953,Facebook_campaign_5,266.04,7.94,0.29,0.1505529225908372,7721,6330,0
2024-01-13,Facebook,21609,9323,191.55,247,Facebook_campaign_1,30.05,6.74,0.61,0.0264936179341413,21609,9323,2
2024-01-14,Facebook,8373,5040,710.64,113,Facebook_campaign_5,75.65,5.86,0.33,0.0224206349206349,8373,5040,0
2024-01-15,Facebook,39675,3371,758.63,219,Facebook_campaign_2,135.24,4.73,0.46,0.0649658854939187,39675,3371,1
2024-01-16,Facebook,49895,3556,982.87,563,Facebook_campaign_2,132.47,4.14,0.63,0.1583239595050618,49895,3556,1
2024-01-17,Facebook,29937,7888,249.35,837,Facebook_campaign_3,91.22,1.59,0.54,0.1061105476673428,29937,7888,2
2024-01-18,Facebook,6656,8699,833.87,477,Facebook_campaign_1,133.04,3.8,0.46,0.0548338889527531,6656,8699,0
2024-01-19,Facebook,9984,7750,544.28,463,Facebook_campaign_2,64.79,7.37,0.4,0.0597419354838709,9984,7750,0
2024-01-20,Facebook,30984,2811,404.79,277,Facebook_campaign_3,141.45,6.66,0.7,0.0985414443258626,30984,2811,2
2024-01-21,Facebook,9286,1768,166.26,395,Facebook_campaign_3,246.64,2.51,0.29,0.2234162895927602,9286,1768,0
2024-01-22,Facebook,6901,247,748.73,784,Facebook_campaign_5,159.35,4.27,0.46,1.0,6901,247,0
2024-01-23,Facebook,32552,6520,274.06,857,Facebook_campaign_3,34.86,6.72,0.74,0.131441717791411,32552,6520,2
2024-01-24,Facebook,26709,465,402.85,396,Facebook_campaign_3,143.79,1.47,0.71,0.8516129032258064,26709,465,2
2024-01-25,Facebook,32055,9966,109.42,886,Facebook_campaign_5,37.34,3.71,0.44,0.0889022677102147,32055,9966,2
2024-01-26,Facebook,38685,4631,811.3,268,Facebook_campaign_3,290.89,6.96,0.66,0.0578708702224141,38685,4631,1
2024-01-27,Facebook,9429,5430,778.26,292,Facebook_campaign_2,64.41,3.83,0.69,0.0537753222836095,9429,5430,0
2024-01-28,Facebook,15716,5610,746.94,635,Facebook_campaign_2,221.08,1.54,0.73,0.1131907308377896,15716,5610,0
2024-01-29,Facebook,49563,8854,334.47,884,Facebook_campaign_3,292.65,4.8,0.53,0.0998418793765529,49563,8854,1
2024-01-30,Facebook,12138,9064,214.81,49,Facebook_campaign_5,253.03,7.03,0.32,0.005406001765225,12138,9064,0
2024-01-31,Facebook,36298,6593,655.68,495,Facebook_campaign_4,218.82,5.13,0.35,0.0750796299105111,36298,6593,1
2024-02-01,Facebook,24429,5539,521.36,938,Facebook_campaign_5,256.65,2.58,0.38,0.1693446470482036,24429,5539,2
2024-02-02,Facebook,6772,9865,219.34,229,Facebook_campaign_3,295.09,3.69,0.56,0.0232133806386213,6772,9865,0
2024-02-03,Facebook,49244,6611,701.62,138,Facebook_campaign_4,197.76,4.15,0.22,0.0208743004084102,49244,6611,1
2024-02-04,Facebook,49519,7604,991.57,529,Facebook_campaign_3,180.98,5.05,0.58,0.0695686480799579,49519,7604,1
2024-02-05,Facebook,36732,1346,759.86,622,Facebook_campaign_3,199.62,6.32,0.42,0.462109955423477,36732,1346,1
2024-02-06,Facebook,40905,3939,752.99,937,Facebook_campaign_4,173.82,1.69,0.38,0.2378776339172378,40905,3939,1
2024-02-07,Facebook,18347,8651,952.8,901,Facebook_campaign_3,201.47,7.23,0.73,0.1041498092706045,18347,8651,2
2024-02-08,Facebook,17920,2476,242.79,697,Facebook_campaign_5,151.46,1.09,0.48,0.2815024232633279,17920,2476,2
2024-02-09,Facebook,32822,3109,587.27,628,Facebook_campaign_4,88.98,3.59,0.26,0.2019942103570279,32822,3109,2
2024-02-10,Facebook,47659,9254,980.66,622,Facebook_campaign_2,62.47,1.19,0.7,0.0672141776529068,47659,9254,1
2024-02-11,Facebook,41108,1927,207.03,269,Facebook_campaign_2,48.45,3.75,0.23,0.1395952257394914,41108,1927,1
2024-02-12,Facebook,24563,7079,715.24,999,Facebook_campaign_2,101.1,4.68,0.64,0.1411216273484955,24563,7079,2
2024-02-13,Facebook,8967,9905,606.52,975,Facebook_campaign_1,42.45,4.58,0.66,0.0984351337708228,8967,9905,0
2024-02-14,Facebook,46183,9932,607.16,375,Facebook_campaign_3,183.14,2.16,0.41,0.0377567458719291,46183,9932,1
2024-02-15,Facebook,12871,8669,712.79,767,Facebook_campaign_5,106.63,5.52,0.69,0.0884761794901372,12871,8669,0
2024-02-16,Facebook,29763,4385,933.14,796,Facebook_campaign_4,252.62,1.31,0.51,0.1815279361459521,29763,4385,2
2024-02-17,Facebook,12916,7010,793.45,553,Facebook_campaign_1,50.05,6.33,0.48,0.0788873038516405,12916,7010,0
2024-02-18,Facebook,9734,8661,103.33,658,Facebook_campaign_1,91.11,7.63,0.23,0.0759727514143863,9734,8661,0
2024-02-19,Facebook,34613,2296,860.09,533,Facebook_campaign_1,227.17,3.38,0.37,0.2321428571428571,34613,2296,1
2024-02-20,Facebook,29179,3847,264.26,916,Facebook_campaign_4,191.68,4.62,0.76,0.2381076163244086,29179,3847,2
2024-02-21,Facebook,36262,8943,408.07,823,Facebook_campaign_4,47.41,3.65,0.44,0.0920272839092027,36262,8943,1
2024-02-22,Facebook,13677,6078,488.65,896,Facebook_campaign_5,266.85,1.05,0.53,0.1474169134583744,13677,6078,0
2024-02-23,Facebook,19268,5707,506.86,25,Facebook_campaign_3,266.86,3.7,0.52,0.0043805852461888,19268,5707,2
2024-02-24,Facebook,13330,869,463.42,138,Facebook_campaign_4,119.21,6.54,0.55,0.1588032220943613,13330,869,0
2024-02-25,Facebook,21733,880,940.49,584,Facebook_campaign_2,121.91,5.17,0.24,0.6636363636363637,21733,880,2
2024-02-26,Facebook,38947,6403,720.72,118,Facebook_campaign_1,297.04,1.71,0.42,0.0184288614711853,38947,6403,1
2024-02-27,Facebook,28286,4083,649.61,896,Facebook_campaign_3,199.07,6.93,0.63,0.2194464854273818,28286,4083,2
2024-02-28,Facebook,7610,9603,97.35,542,Facebook_campaign_2,173.46,4.72,0.32,0.0564406956159533,7610,9603,0
2024-02-29,Facebook,7430,8814,908.72,679,Facebook_campaign_3,256.3,6.89,0.32,0.0770365327887451,7430,8814,0
2024-03-01,Facebook,40922,621,913.92,278,Facebook_campaign_1,107.03,5.06,0.21,0.4476650563607085,40922,621,1
2024-03-02,Facebook,14828,9227,791.2,171,Facebook_campaign_4,145.88,4.92,0.46,0.0185325674650482,14828,9227,0
2024-03-03,Facebook,43913,7669,56.68,269,Facebook_campaign_4,102.3,1.74,0.73,0.0350762811318294,43913,7669,1
2024-03-04,Facebook,32497,5884,104.42,933,Facebook_campaign_1,243.07,2.17,0.23,0.1585656016315431,32497,5884,2
2024-03-05,Facebook,40256,4683,263.96,111,Facebook_campaign_2,184.8,7.8,0.31,0.0237027546444586,40256,4683,1
2024-03-06,Facebook,37618,6046,174.78,515,Facebook_campaign_4,207.88,2.6,0.39,0.0851802844856103,37618,6046,1
2024-03-07,Facebook,47332,5041,428.89,744,Facebook_campaign_2,98.12,7.84,0.64,0.147589763935727,47332,5041,1
2024-03-08,Facebook,27526,6367,926.49,580,Facebook_campaign_1,89.46,4.72,0.58,0.0910947070833987,27526,6367,2
2024-03-09,Facebook,31158,7228,498.46,256,Facebook_campaign_1,161.86,1.95,0.45,0.0354178195904814,31158,7228,2
2024-03-10,Facebook,26032,2561,62.73,649,Facebook_campaign_2,229.14,1.7,0.66,0.253416634127294,26032,2561,2
2024-03-11,Facebook,38846,785,318.61,804,Facebook_campaign_4,171.81,2.46,0.57,1.0,38846,785,1
2024-03-12,Facebook,45936,2260,92.37,846,Facebook_campaign_2,38.81,7.48,0.74,0.3743362831858407,45936,2260,1
2024-03-13,Facebook,30794,7131,84.47,546,Facebook_campaign_3,264.51,3.9,0.69,0.0765671013883045,30794,7131,2
2024-03-14,Facebook,6448,9859,311.93,140,Facebook_campaign_2,47.47,3.77,0.35,0.0142002231463637,6448,9859,0
2024-03-15,Facebook,29861,5441,311.83,362,Facebook_campaign_2,288.07,3.19,0.36,0.0665318875206763,29861,5441,2
2024-03-16,Facebook,29141,138,797.77,205,Facebook_campaign_5,36.79,2.03,0.28,1.0,29141,138,2
2024-03-17,Facebook,10074,4975,976.09,802,Facebook_campaign_3,217.5,4.41,0.4,0.1612060301507537,10074,4975,0
2024-03-18,Facebook,7406,1356,402.65,925,Facebook_campaign_5,52.2,1.91,0.8,0.6821533923303835,7406,1356,0
2024-03-19,Facebook,32823,7797,457.44,939,Facebook_campaign_1,275.88,6.85,0.44,0.1204309349749903,32823,7797,2
2024-03-20,Facebook,24291,2296,852.55,675,Facebook_campaign_4,155.4,3.59,0.33,0.2939895470383275,24291,2296,2
2024-03-21,Facebook,42568,7265,304.73,391,Facebook_campaign_2,67.13,3.62,0.66,0.0538196834136269,42568,7265,1
2024-03-22,Facebook,33003,401,198.56,654,Facebook_campaign_2,122.02,4.32,0.53,1.0,33003,401,2
2024-03-23,Facebook,47851,7627,860.44,236,Facebook_campaign_5,74.5,4.11,0.29,0.0309427035531663,47851,7627,1
2024-03-24,Facebook,35406,6481,94.18,710,Facebook_campaign_3,76.06,7.96,0.43,0.1095509952167875,35406,6481,1
2024-03-25,Facebook,24312,746,638.71,485,Facebook_campaign_1,285.99,4.82,0.45,0.6501340482573726,24312,746,2
2024-03-26,Facebook,44108,8889,583.89,486,Facebook_campaign_5,150.22,1.62,0.65,0.0546743165710428,44108,8889,1
2024-03-27,Facebook,2382,8953,378.62,274,Facebook_campaign_3,242.98,5.25,0.21,0.030604266726237,2382,8953,0
2024-03-28,Facebook,35171,4430,349.43,381,Facebook_campaign_5,202.69,2.06,0.36,0.0860045146726862,35171,4430,1
2024-03-29,Facebook,42779,9660,783.26,495,Facebook_campaign_3,212.64,1.22,0.51,0.0512422360248447,42779,9660,1
2024-03-30,Facebook,4292,7103,132.1,443,Facebook_campaign_3,65.56,7.8,0.36,0.062368013515416,4292,7103,0
2024-03-31,Facebook,42779,3637,274.95,655,Facebook_campaign_4,93.23,6.41,0.58,0.1800934836403629,42779,3637,1
2024-04-01,Facebook,34187,4658,745.83,220,Facebook_campaign_5,242.42,7.86,0.49,0.047230571060541,34187,4658,1
2024-04-02,Facebook,13411,6679,570.9,581,Facebook_campaign_1,292.11,4.35,0.42,0.0869890702200928,13411,6679,0
